family,library,operation,size_bytes,mean_mib_per_s,median_mib_per_s,min_mib_per_s,max_mib_per_s
base64url,otp-base64-url,encode,1048576,701.367570,704.678452,686.833697,710.446655
base64url,otp-base64-url,encode,1113721,708.118377,706.201538,699.249777,720.388521
base64url,otp-base64-url,encode,1200873,699.491940,717.441575,665.248852,726.544513
base64url,otp-base64-url,encode,1294845,652.408026,634.872497,619.877093,700.598644
base64url,otp-base64-url,encode,1396170,726.846516,726.642406,720.504042,733.155291
base64url,otp-base64-url,encode,1505425,736.765693,735.295023,728.752431,743.402506
base64url,otp-base64-url,encode,1623229,742.754534,742.706195,738.807126,746.331663
base64url,otp-base64-url,encode,1750251,687.774959,688.986997,680.480241,691.392407
base64url,otp-base64-url,encode,1887213,696.401176,694.774480,692.430464,704.693253
base64url,otp-base64-url,encode,2034893,684.522755,702.637127,638.048723,707.117550
base64url,otp-base64-url,encode,2194130,690.117724,693.481357,671.470571,700.701382
base64url,otp-base64-url,encode,2365827,655.539792,661.592366,624.665258,679.034655
base64url,otp-base64-url,encode,2550960,704.540250,705.400439,689.213280,716.156913
base64url,otp-base64-url,encode,2750580,708.713164,713.590180,697.648272,717.602891
base64url,otp-base64-url,encode,2965821,677.703039,681.302497,653.254187,704.311592
base64url,otp-base64-url,encode,3197905,417.963277,393.136947,318.941644,549.283599
base64url,otp-base64-url,encode,3448150,644.892981,643.997473,638.867763,651.622331
base64url,otp-base64-url,encode,3717978,628.801991,633.012453,602.530291,642.024377
base64url,otp-base64-url,encode,4008921,638.567104,638.957967,617.268213,659.215897
base64url,otp-base64-url,encode,4194304,604.763257,620.503771,557.627296,643.772507
base64url,otp-base64-url,encode,4660890,702.525312,708.771375,674.221089,712.406465
base64url,otp-base64-url,encode,5025618,709.323548,710.439549,705.861975,712.472545
base64url,otp-base64-url,encode,5418887,704.608746,711.470286,684.835376,715.459494
base64url,otp-base64-url,encode,5842931,686.333728,696.488123,656.766495,716.676996
base64url,otp-base64-url,encode,6300158,701.705587,702.304043,689.994416,710.820470
base64url,otp-base64-url,encode,6793164,664.396853,662.860391,631.452517,685.479424
base64url,otp-base64-url,encode,7324749,673.871076,672.232981,668.765706,679.243494
base64url,otp-base64-url,encode,7897932,675.237187,677.746850,664.913313,682.893108
base64url,otp-base64-url,encode,8388608,687.101695,690.131125,681.394730,691.062617
base64url,otp-base64-url,encode,9182368,690.743073,689.024807,685.847650,695.772170
base64url,otp-base64-url,encode,9900915,687.836269,685.991797,678.572272,696.119237
base64url,otp-base64-url,encode,10675691,693.067617,691.283184,688.396921,703.159363
base64url,otp-base64-url,encode,11511095,692.889174,692.985025,682.595097,704.492064
base64url,otp-base64-url,encode,12411872,694.216398,696.138826,684.856211,701.086618
base64url,otp-base64-url,encode,13383138,653.247778,658.539548,637.492367,664.276261
base64url,otp-base64-url,encode,14430407,640.353889,627.455750,611.715144,678.030905
base64url,otp-base64-url,encode,15559629,676.589067,690.711704,626.940456,693.872884
base64url,otp-base64-url,encode,16777216,635.347985,641.192618,606.304621,653.521357
standard,b64fast,decode,16,71.788184,71.939146,67.684703,75.031531
standard,b64fast,decode,17,77.489452,76.480269,75.406539,79.749723
standard,b64fast,decode,19,85.676843,84.604228,83.883050,87.842865
standard,b64fast,decode,20,85.313123,85.224099,83.770248,87.768142
standard,b64fast,decode,22,99.571165,98.880480,98.453596,102.972662
standard,b64fast,decode,23,99.932730,98.837197,97.459900,106.056898
standard,b64fast,decode,25,111.673714,110.551483,109.220575,114.566542
standard,b64fast,decode,27,122.708874,124.170398,120.009479,124.817520
standard,b64fast,decode,29,128.860356,128.380231,126.649502,132.705310
standard,b64fast,decode,32,140.247468,140.396538,139.483284,141.041633
standard,b64fast,decode,34,152.872146,151.153045,150.342573,156.018539
standard,b64fast,decode,37,153.279480,152.211301,152.138711,156.807894
standard,b64fast,decode,40,176.101191,175.609271,174.135772,180.784285
standard,b64fast,decode,43,193.089449,190.220159,189.491829,200.461009
standard,b64fast,decode,46,196.580984,199.869073,187.283269,201.432153
standard,b64fast,decode,50,221.065959,220.178972,218.404112,227.140276
standard,b64fast,decode,53,231.304343,230.100581,228.169080,235.344994
standard,b64fast,decode,58,248.167519,248.139920,247.406372,249.096158
standard,b64fast,decode,62,267.056681,265.275560,264.952478,274.262429
standard,b64fast,decode,67,269.043976,268.696773,267.393486,272.545930
standard,b64fast,decode,72,286.825506,296.355707,262.698210,300.336724
standard,b64fast,decode,78,327.333731,325.049710,319.487889,337.601082
standard,b64fast,decode,84,353.693926,350.402546,349.281820,360.927566
standard,b64fast,decode,91,360.408354,358.871157,357.112873,369.443376
standard,b64fast,decode,98,397.832025,396.467233,392.554970,405.580983
standard,b64fast,decode,105,429.594666,430.600017,427.560709,431.237521
standard,b64fast,decode,113,434.357287,436.649364,426.184478,437.825653
standard,b64fast,decode,122,496.888085,501.167482,487.674149,503.402523
standard,b64fast,decode,132,527.336709,521.681391,518.893167,538.098795
standard,b64fast,decode,142,533.348537,526.739760,508.953911,567.466596
standard,b64fast,decode,153,597.713943,596.119729,586.818831,614.741865
standard,b64fast,decode,165,637.076244,637.012858,626.081340,652.507230
standard,b64fast,decode,178,496.437249,473.578039,461.596458,569.876393
standard,b64fast,decode,192,665.779103,723.954604,537.940503,749.515724
standard,b64fast,decode,207,720.617307,721.638338,684.847474,750.824741
standard,b64fast,decode,224,828.627500,824.436866,806.790464,850.854783
standard,b64fast,decode,241,905.924228,891.804512,889.263042,930.313123
standard,b64fast,decode,260,951.358796,938.497239,936.360471,974.062094
standard,b64fast,decode,280,994.479728,995.454797,983.169101,1007.856216
standard,b64fast,decode,302,1059.183438,1057.304467,1055.363131,1068.969345
standard,b64fast,decode,326,1054.163812,1054.586240,1020.587733,1105.744483
standard,b64fast,decode,351,1170.132577,1168.151768,1126.476210,1208.387139
standard,b64fast,decode,379,1156.396825,1146.435652,1125.114295,1192.836783
standard,b64fast,decode,408,1235.494763,1234.594927,1192.733428,1289.678920
standard,b64fast,decode,440,1278.390762,1266.524496,1265.260854,1304.049338
standard,b64fast,decode,475,1384.772658,1371.122224,1362.758875,1423.264241
standard,b64fast,decode,512,1425.744988,1416.008153,1408.850717,1461.635331
standard,b64fast,decode,552,1430.204843,1488.442827,1280.080850,1540.431361
standard,b64fast,decode,595,1580.979948,1582.754763,1572.108099,1590.584257
standard,b64fast,decode,642,1682.185169,1655.596698,1648.844461,1731.066737
standard,b64fast,decode,692,1689.223774,1705.827878,1599.868734,1729.102274
standard,b64fast,decode,746,1832.144764,1831.074004,1825.681371,1844.024079
standard,b64fast,decode,805,1853.904359,1855.806375,1837.645923,1863.412607
standard,b64fast,decode,868,1991.557025,1981.088205,1970.960714,2044.040988
standard,b64fast,decode,935,2033.594148,2022.655839,1999.419810,2122.026666
standard,b64fast,decode,1009,2175.749676,2138.140526,2126.929906,2241.054763
standard,b64fast,decode,1088,2222.784339,2218.998058,2209.871253,2249.709116
standard,b64fast,decode,1173,2383.188244,2343.950827,2326.811352,2465.027137
standard,b64fast,decode,1264,2423.261106,2421.847974,2306.083746,2509.157259
standard,b64fast,decode,1363,2433.742179,2409.966016,2364.245200,2497.833673
standard,b64fast,decode,1470,2511.150774,2496.768929,2475.989558,2590.520004
standard,b64fast,decode,1585,2565.702911,2556.765434,2553.072243,2588.515351
standard,b64fast,decode,1709,2664.728305,2665.629151,2658.211347,2669.768070
standard,b64fast,decode,1843,2771.410509,2740.543285,2737.693303,2866.915766
standard,b64fast,decode,1987,2792.527515,2773.965287,2729.396711,2849.945946
standard,b64fast,decode,2143,2900.831381,2856.735098,2852.257737,2973.715688
standard,b64fast,decode,2310,2950.399716,2927.062748,2919.435394,3036.580252
standard,b64fast,decode,2491,3023.159140,2999.431962,2992.747938,3130.398623
standard,b64fast,decode,2686,3143.068991,3143.311083,3125.439154,3156.428761
standard,b64fast,decode,2896,3193.171891,3198.748047,3086.988747,3315.891724
standard,b64fast,decode,3123,3132.326563,3179.433943,2952.482592,3180.127278
standard,b64fast,decode,3367,3277.534315,3258.227461,3205.154637,3347.483862
standard,b64fast,decode,3631,3374.101785,3411.825491,3294.621742,3422.714647
standard,b64fast,decode,3915,3410.118830,3372.417055,3358.040892,3481.987423
standard,b64fast,decode,4096,3337.193063,3347.490347,3282.598819,3360.986199
standard,b64fast,decode,4552,3443.331642,3455.735955,3336.657575,3499.765223
standard,b64fast,decode,4908,3515.987352,3520.899162,3502.506977,3530.167880
standard,b64fast,decode,5292,3474.173575,3485.338103,3393.666422,3532.662449
standard,b64fast,decode,5706,3605.293578,3602.217479,3590.849447,3629.251852
standard,b64fast,decode,6152,3696.232573,3707.601273,3646.677425,3734.012435
standard,b64fast,decode,6634,3736.082267,3740.858049,3713.996432,3749.780787
standard,b64fast,decode,7153,3777.135781,3745.280858,3742.246163,3827.167098
standard,b64fast,decode,7713,3330.682192,3716.393537,2566.396812,3811.431837
standard,b64fast,decode,8316,3634.542203,3712.664749,3397.486023,3758.057242
standard,b64fast,decode,8967,3837.094479,3839.718592,3821.989578,3843.599791
standard,b64fast,decode,9669,3810.729360,3801.908731,3794.779860,3834.501581
standard,b64fast,decode,10425,3879.249184,3888.235562,3837.480379,3912.749051
standard,b64fast,decode,11241,3946.799303,3947.615174,3922.697410,3968.204916
standard,b64fast,decode,12121,3942.472999,3932.997466,3920.210992,4003.258432
standard,b64fast,decode,13069,3981.904173,3989.880552,3956.436564,4009.338984
standard,b64fast,decode,14092,3975.652948,3962.769002,3933.903879,4035.709692
standard,b64fast,decode,15195,4012.693009,4013.597442,3980.235944,4040.591371
standard,b64fast,decode,16384,4016.684530,4017.204368,4010.840529,4022.961648
standard,b64fast,decode,17666,4030.977824,4022.966497,4013.373173,4053.417777
standard,b64fast,decode,19049,4067.813580,4070.837971,4045.066745,4083.397143
standard,b64fast,decode,20539,4080.829368,4085.309476,4058.435824,4098.163711
standard,b64fast,decode,22146,4093.401661,4091.684150,4064.239163,4113.882957
standard,b64fast,decode,23879,4076.480536,4081.833555,4041.609010,4095.420257
standard,b64fast,decode,25748,4097.382248,4101.364287,4086.878065,4102.755309
standard,b64fast,decode,27763,4401.601412,4402.119264,4397.066107,4405.266274
standard,b64fast,decode,29935,4401.861603,4401.172220,4386.081860,4416.921283
standard,b64fast,decode,32278,4279.659133,4298.951949,4160.874575,4403.814209
standard,b64fast,decode,34804,4433.152560,4436.024714,4425.835940,4439.805059
standard,b64fast,decode,37527,4294.720703,4229.446424,4192.432451,4472.711697
standard,b64fast,decode,40464,4421.369698,4452.010495,4312.066949,4461.819772
standard,b64fast,decode,43630,4460.695456,4461.158870,4440.573614,4476.160724
standard,b64fast,decode,47045,4458.748102,4457.728336,4443.032067,4478.467206
standard,b64fast,decode,50726,4398.332835,4404.879646,4322.744827,4443.807509
standard,b64fast,decode,54695,4401.611775,4366.272359,4336.881148,4484.080953
standard,b64fast,decode,58975,4100.314080,4092.694665,4039.822295,4159.298778
standard,b64fast,decode,65536,4407.196951,4414.228890,4356.511391,4444.295535
standard,b64fast,decode,68567,3999.110852,3960.767928,3936.886724,4159.399994
standard,b64fast,decode,73932,4130.048123,4136.268442,4079.585662,4167.499219
standard,b64fast,decode,79717,4340.968997,4355.345971,4277.730198,4371.538889
standard,b64fast,decode,85956,4157.734127,4182.839044,4060.138756,4194.881767
standard,b64fast,decode,92682,4237.919532,4210.281301,4152.858989,4336.954937
standard,b64fast,decode,99935,4032.230622,4053.674386,3927.478754,4114.992235
standard,b64fast,decode,107755,4316.499497,4354.123475,4060.357180,4430.075652
standard,b64fast,decode,116187,3742.380021,3761.572765,3565.596421,3831.221459
standard,b64fast,decode,125279,4215.591818,4215.317763,4193.541214,4234.542839
standard,b64fast,decode,135082,4295.137827,4277.342741,4177.533575,4486.503046
standard,b64fast,decode,145653,4251.708691,4314.878769,3989.465645,4423.194849
standard,b64fast,decode,157051,4260.415720,4306.143638,4032.599915,4359.767667
standard,b64fast,decode,169340,4285.816938,4343.416968,3952.321414,4416.820519
standard,b64fast,decode,182592,4385.545671,4423.684432,4244.975322,4444.645787
standard,b64fast,decode,196880,3979.691779,3996.362577,3920.632368,4030.052709
standard,b64fast,decode,212286,4173.458432,4191.275935,4062.555850,4254.621474
standard,b64fast,decode,228898,4205.570248,4164.337372,4114.175795,4319.122725
standard,b64fast,decode,246810,4150.124310,4156.948414,4014.477513,4280.456216
standard,b64fast,decode,266124,4144.098796,4140.167338,4094.820191,4203.441961
standard,b64fast,decode,286949,3750.235417,3754.130490,3630.606358,3848.469046
standard,b64fast,decode,309404,4094.234531,4106.180543,4051.913322,4134.165218
standard,b64fast,decode,333615,4034.940933,4037.156232,4010.815552,4058.867209
standard,b64fast,decode,359722,4099.903741,4093.131127,4048.751563,4175.074748
standard,b64fast,decode,387871,3997.851761,3976.206156,3962.877016,4082.955647
standard,b64fast,decode,418223,3839.539590,3900.653383,3531.033817,4021.349468
standard,b64fast,decode,450950,3808.665628,3823.566803,3734.400506,3900.186533
standard,b64fast,decode,486238,3747.367035,3771.303882,3645.280415,3863.038596
standard,b64fast,decode,524288,3164.143010,3215.231371,2978.623993,3285.553229
standard,b64fast,decode,565315,3379.264052,3395.489416,3328.144124,3407.388130
standard,b64fast,decode,609553,3195.499327,3208.797011,3078.303005,3273.563771
standard,b64fast,decode,657252,2707.172885,2608.829089,2446.834508,3020.250460
standard,b64fast,decode,708684,3315.904033,3332.790949,3198.766805,3387.333727
standard,b64fast,decode,764140,3363.204372,3347.278373,3321.069372,3413.144410
standard,b64fast,decode,823937,3385.072908,3385.319717,3321.864704,3446.682390
standard,b64fast,decode,888412,3343.915516,3422.438765,3048.114069,3483.826807
standard,b64fast,decode,957933,3502.922700,3522.308270,3449.270942,3545.458867
standard,b64fast,decode,1048576,3406.670746,3409.879598,3353.812365,3469.237382
standard,b64fast,decode,1113721,3454.057378,3467.843525,3403.729079,3492.071946
standard,b64fast,decode,1200873,3447.729323,3446.463667,3426.815492,3459.944826
standard,b64fast,decode,1294845,3560.022912,3552.759984,3498.078053,3607.187206
standard,b64fast,decode,1396170,3534.892327,3562.241918,3483.989000,3575.701550
standard,b64fast,decode,1505425,3532.377303,3536.393681,3501.999634,3555.707192
standard,b64fast,decode,1623229,3662.661359,3689.951616,3568.516404,3718.642687
standard,b64fast,decode,1750251,3597.604996,3650.575751,3441.498842,3651.463081
standard,b64fast,decode,1887213,3651.266535,3667.186894,3591.940262,3673.619529
standard,b64fast,decode,2034893,3566.522193,3564.049937,3553.445073,3595.177011
standard,b64fast,decode,2194130,3643.063557,3655.232850,3593.849213,3694.069998
standard,b64fast,decode,2365827,3460.303233,3438.661872,3411.868935,3519.298833
standard,b64fast,decode,2550960,3220.340854,3201.791259,2686.260583,3653.159495
standard,b64fast,decode,2750580,3634.634301,3657.358833,3534.711360,3705.500515
standard,b64fast,decode,2965821,3247.194432,3315.659180,3044.929618,3404.483358
standard,b64fast,decode,3197905,3434.845752,3528.931542,3161.435435,3595.154523
standard,b64fast,decode,3448150,3496.609666,3522.292303,3371.445993,3600.413655
standard,b64fast,decode,3717978,3638.809145,3694.384786,3492.226886,3696.197092
standard,b64fast,decode,4008921,3614.057721,3639.992060,3449.319649,3763.782847
standard,b64fast,decode,4194304,3542.336838,3554.310948,3419.600528,3672.583607
standard,b64fast,decode,4660890,3879.926854,3862.393412,3744.605109,4023.933508
standard,b64fast,decode,5025618,3861.344937,3859.383375,3754.958972,3975.191170
standard,b64fast,decode,5418887,4014.434319,3987.422834,3969.634461,4089.362609
standard,b64fast,decode,5842931,3927.392713,3963.195752,3682.207039,4022.682432
standard,b64fast,decode,6300158,4004.590267,4005.047122,3920.819127,4081.094669
standard,b64fast,decode,6793164,4044.885286,4049.041271,3975.564323,4134.562732
standard,b64fast,decode,7324749,4087.236732,4102.678175,3984.272064,4223.607833
standard,b64fast,decode,7897932,4124.197010,4140.387486,4079.220972,4160.462400
standard,b64fast,decode,8388608,4009.095416,4082.594017,3668.042182,4124.856225
standard,b64fast,decode,9182368,4171.705347,4197.578624,4042.682133,4253.580774
standard,b64fast,decode,9900915,3964.724872,4122.532459,3270.835647,4159.397535
standard,b64fast,decode,10675691,4145.741898,4155.825173,4101.351682,4174.832669
standard,b64fast,decode,11511095,4105.810277,4111.805602,4070.261945,4129.722808
standard,b64fast,decode,12411872,4039.907877,4050.259553,3865.483491,4147.471459
standard,b64fast,decode,13383138,4061.633222,4119.925604,3790.456136,4154.181111
standard,b64fast,decode,14430407,4124.310545,4135.965598,4007.982389,4227.604187
standard,b64fast,decode,15559629,4086.284210,4094.973383,4043.397225,4121.639619
standard,b64fast,decode,16777216,4160.689743,4184.510772,4042.318017,4207.066557
standard,b64fast,encode,16,73.663660,72.937938,72.297246,75.632712
standard,b64fast,encode,17,75.341294,75.511178,74.951802,75.574897
standard,b64fast,encode,19,85.940808,85.016803,84.883247,87.435321
standard,b64fast,encode,20,89.427406,89.515773,89.128524,89.731744
standard,b64fast,encode,22,94.645094,95.256202,92.682438,96.291595
standard,b64fast,encode,23,101.930651,102.036964,100.913975,102.519013
standard,b64fast,encode,25,105.455383,104.767969,103.379656,108.381469
standard,b64fast,encode,27,121.820968,121.058650,120.086822,125.730436
standard,b64fast,encode,29,131.715604,133.387270,128.581574,134.201457
standard,b64fast,encode,32,140.819018,140.980713,139.774260,141.465607
standard,b64fast,encode,34,149.391062,149.283430,148.822722,150.019926
standard,b64fast,encode,37,164.808088,166.475519,160.914902,167.672249
standard,b64fast,encode,40,175.947817,174.866542,171.560871,179.673517
standard,b64fast,encode,43,188.909660,187.864943,187.097621,193.848753
standard,b64fast,encode,46,204.618327,206.746628,200.242955,207.642685
standard,b64fast,encode,50,210.560866,214.784278,196.154244,218.924058
standard,b64fast,encode,53,218.374164,217.115088,214.755793,225.128700
standard,b64fast,encode,58,252.968192,249.708019,248.019285,259.061652
standard,b64fast,encode,62,269.568937,266.661298,265.955450,274.583204
standard,b64fast,encode,67,287.434632,286.827008,284.812474,293.288063
standard,b64fast,encode,72,281.433002,283.184192,274.424162,285.768806
standard,b64fast,encode,78,320.092443,317.722085,307.658929,332.378440
standard,b64fast,encode,84,350.308035,350.556046,349.455468,351.131090
standard,b64fast,encode,91,378.888775,376.905153,372.637903,394.229408
standard,b64fast,encode,98,394.043001,391.690023,389.920707,405.063259
standard,b64fast,encode,105,430.400404,427.155895,426.424054,442.510586
standard,b64fast,encode,113,436.708485,434.857184,426.096633,447.509996
standard,b64fast,encode,122,483.558793,480.875214,478.963779,496.862045
standard,b64fast,encode,132,520.046566,518.395617,514.005306,532.818268
standard,b64fast,encode,142,523.369427,526.349898,500.333134,534.232368
standard,b64fast,encode,153,597.364660,594.449334,588.740070,613.893848
standard,b64fast,encode,165,604.139721,612.950564,555.422561,636.268671
standard,b64fast,encode,178,603.578078,639.896235,469.313798,659.696379
standard,b64fast,encode,192,703.784635,701.453828,679.458610,724.585053
standard,b64fast,encode,207,730.431309,725.047532,716.950254,757.263859
standard,b64fast,encode,224,818.634234,817.944873,812.257793,824.859709
standard,b64fast,encode,241,891.090644,885.543554,879.388169,924.729993
standard,b64fast,encode,260,947.008393,936.090767,926.070327,983.316856
standard,b64fast,encode,280,928.365429,929.646601,883.501748,964.846812
standard,b64fast,encode,302,1063.978536,1055.206827,1053.810149,1100.949650
standard,b64fast,encode,326,1122.129480,1117.273751,1112.817988,1147.853750
standard,b64fast,encode,351,1162.649885,1159.266517,1151.097600,1189.690336
standard,b64fast,encode,379,1103.028238,1107.967844,1062.382087,1149.954210
standard,b64fast,encode,408,1282.835810,1292.524523,1255.512401,1301.584762
standard,b64fast,encode,440,1211.485691,1230.130923,1082.052855,1293.876409
standard,b64fast,encode,475,1316.100139,1355.954005,1242.489596,1362.815538
standard,b64fast,encode,512,1363.701064,1363.714181,1344.814003,1385.491931
standard,b64fast,encode,552,1477.952921,1478.765216,1472.073763,1486.075528
standard,b64fast,encode,595,1573.212992,1572.225793,1564.411307,1581.359178
standard,b64fast,encode,642,1634.009750,1640.257682,1622.895760,1643.104137
standard,b64fast,encode,692,1704.414771,1688.041134,1678.416522,1776.495736
standard,b64fast,encode,746,1869.991455,1833.442986,1828.053037,1930.829315
standard,b64fast,encode,805,1820.416298,1823.899213,1801.460787,1844.266984
standard,b64fast,encode,868,1947.208484,1946.897473,1943.238120,1951.061435
standard,b64fast,encode,935,2018.894126,1990.790017,1987.697672,2127.061182
standard,b64fast,encode,1009,2115.476239,2105.230729,2068.838338,2210.861481
standard,b64fast,encode,1088,2172.713224,2164.678252,2127.159650,2242.019401
standard,b64fast,encode,1173,2374.557742,2407.485842,2305.076841,2431.950531
standard,b64fast,encode,1264,2411.300255,2394.293835,2308.990464,2488.771076
standard,b64fast,encode,1363,2033.430739,1863.003186,1806.423998,2335.084508
standard,b64fast,encode,1470,2524.283337,2492.789233,2470.900681,2596.406991
standard,b64fast,encode,1585,2589.200622,2546.239821,2517.031404,2673.115334
standard,b64fast,encode,1709,2668.577858,2624.360968,2613.369818,2749.954713
standard,b64fast,encode,1843,2801.843376,2818.299691,2724.376926,2867.920909
standard,b64fast,encode,1987,2719.899790,2722.136587,2699.450031,2733.369032
standard,b64fast,encode,2143,2840.748241,2823.782607,2811.414139,2922.915498
standard,b64fast,encode,2310,2968.665431,3008.270375,2879.388530,3034.847810
standard,b64fast,encode,2491,2963.313607,2963.567364,2957.101936,2969.596342
standard,b64fast,encode,2686,3130.611481,3102.184246,3094.654906,3240.353341
standard,b64fast,encode,2896,3183.229812,3121.801055,3114.252291,3281.495971
standard,b64fast,encode,3123,3168.027375,3146.056122,3143.989262,3255.510747
standard,b64fast,encode,3367,3226.465099,3230.081821,3203.320413,3239.952278
standard,b64fast,encode,3631,3278.121221,3277.561841,3250.755449,3297.984385
standard,b64fast,encode,3915,3352.951257,3330.813676,3323.893049,3448.298857
standard,b64fast,encode,4096,3347.224973,3349.207263,3333.079292,3358.748865
standard,b64fast,encode,4552,3441.396780,3403.723102,3392.605706,3508.624876
standard,b64fast,encode,4908,3484.295534,3490.036031,3470.913736,3490.800934
standard,b64fast,encode,5292,3482.424689,3477.725690,3438.400588,3546.102601
standard,b64fast,encode,5706,3594.287384,3598.860597,3569.915629,3608.319416
standard,b64fast,encode,6152,3595.179820,3598.108731,3576.845297,3612.690159
standard,b64fast,encode,6634,3648.679331,3665.448640,3451.478976,3734.677251
standard,b64fast,encode,7153,3699.466047,3701.249363,3691.709461,3709.549439
standard,b64fast,encode,7713,3556.578625,3597.786448,3453.222119,3634.716788
standard,b64fast,encode,8316,3615.979737,3626.389734,3568.611378,3641.212408
standard,b64fast,encode,8967,3715.692789,3725.750652,3661.092122,3748.007365
standard,b64fast,encode,9669,3805.991121,3806.943655,3800.143624,3809.455068
standard,b64fast,encode,10425,3806.862478,3811.516653,3798.270204,3812.474923
standard,b64fast,encode,11241,3908.539711,3909.890050,3883.872975,3922.596515
standard,b64fast,encode,12121,3882.846482,3918.316302,3768.980670,3936.097644
standard,b64fast,encode,13069,3922.732928,3932.072076,3882.916472,3941.491432
standard,b64fast,encode,14092,3850.385800,3851.996488,3814.653710,3889.589324
standard,b64fast,encode,15195,3964.375542,3970.191067,3935.115809,3975.417015
standard,b64fast,encode,16384,3982.232370,3988.888625,3944.606448,4006.244839
standard,b64fast,encode,17666,3998.580776,3999.830367,3979.395097,4009.875145
standard,b64fast,encode,19049,4013.823661,4016.576959,4003.528385,4024.522834
standard,b64fast,encode,20539,3971.951625,4026.734311,3797.609479,4035.124930
standard,b64fast,encode,22146,4040.738230,4050.287251,4008.154923,4054.523550
standard,b64fast,encode,23879,4050.060266,4058.624816,4024.706584,4060.309807
standard,b64fast,encode,25748,4073.201764,4074.766506,4046.010490,4094.253546
standard,b64fast,encode,27763,4065.011067,4015.509637,3896.651676,4378.599734
standard,b64fast,encode,29935,4364.467964,4369.619634,4336.519513,4377.905719
standard,b64fast,encode,32278,4292.653617,4307.020467,4233.871071,4345.861881
standard,b64fast,encode,34804,4349.965334,4352.226557,4322.396557,4370.592902
standard,b64fast,encode,37527,4352.098743,4351.393707,4310.988207,4381.841851
standard,b64fast,encode,40464,4111.267692,4113.173839,4045.785259,4150.059503
standard,b64fast,encode,43630,4372.981252,4389.445453,4332.095082,4394.913158
standard,b64fast,encode,47045,4326.382273,4358.354962,4175.195537,4381.002303
standard,b64fast,encode,50726,4374.174869,4362.311691,4331.131987,4423.228163
standard,b64fast,encode,54695,4373.209874,4391.636071,4306.682592,4426.596148
standard,b64fast,encode,58975,4309.695311,4372.071833,4099.029386,4383.973366
standard,b64fast,encode,65536,4028.870090,4006.144138,3791.829795,4293.676989
standard,b64fast,encode,68567,4021.474518,4003.745992,3964.304328,4114.050882
standard,b64fast,encode,73932,4073.766631,4119.567551,3993.467267,4136.005955
standard,b64fast,encode,79717,4270.768518,4312.372525,4145.921368,4359.678776
standard,b64fast,encode,85956,4068.616099,4110.575913,3746.818352,4293.588709
standard,b64fast,encode,92682,4071.627371,4022.815802,3883.414164,4288.843197
standard,b64fast,encode,99935,3744.939568,3719.776323,3682.439107,3867.783046
standard,b64fast,encode,107755,3582.563559,3722.520501,2934.991494,4116.539962
standard,b64fast,encode,116187,4074.578881,4068.019255,4049.024613,4119.837588
standard,b64fast,encode,125279,4284.343616,4284.103383,4232.024326,4327.029614
standard,b64fast,encode,135082,4072.101812,4080.951304,3696.903799,4357.137562
standard,b64fast,encode,145653,3903.743263,3971.153683,3673.171307,4006.149368
standard,b64fast,encode,157051,4036.815387,4030.595974,3995.578361,4078.252207
standard,b64fast,encode,169340,4183.644503,4199.155371,4046.978822,4267.872703
standard,b64fast,encode,182592,4097.653079,4122.478881,3969.020629,4234.697159
standard,b64fast,encode,196880,3909.141920,3936.484198,3823.723940,3964.525932
standard,b64fast,encode,212286,4000.301638,3989.624753,3945.540502,4070.081894
standard,b64fast,encode,228898,3983.771254,4007.786432,3808.855015,4135.942394
standard,b64fast,encode,246810,4050.958240,4044.418663,4030.091460,4102.241761
standard,b64fast,encode,266124,3987.835381,4024.982677,3837.258454,4085.520085
standard,b64fast,encode,286949,3596.708242,3603.518218,3446.371387,3741.999565
standard,b64fast,encode,309404,3829.323818,3830.887502,3755.921817,3904.793335
standard,b64fast,encode,333615,3489.868092,3536.502700,3286.497024,3689.664044
standard,b64fast,encode,359722,3970.634099,4005.618154,3806.402605,4074.176361
standard,b64fast,encode,387871,3630.669802,3562.464951,3551.065063,3760.474440
standard,b64fast,encode,418223,3316.950833,3333.106632,3252.429553,3366.712349
standard,b64fast,encode,450950,3133.055209,3135.398628,3110.965993,3150.430914
standard,b64fast,encode,486238,3236.774710,3222.389581,3171.915295,3346.786170
standard,b64fast,encode,524288,3211.103983,3181.668808,3140.573855,3322.414600
standard,b64fast,encode,565315,3134.614784,3143.874733,3070.160197,3185.576969
standard,b64fast,encode,609553,3052.810187,3089.147278,2914.188110,3126.293952
standard,b64fast,encode,657252,2714.962924,2701.994260,2557.934438,2891.662957
standard,b64fast,encode,708684,3190.902432,3180.488138,3149.813483,3248.429139
standard,b64fast,encode,764140,3189.668779,3223.009882,3035.083686,3254.534479
standard,b64fast,encode,823937,3253.584320,3287.932666,3112.766523,3318.254542
standard,b64fast,encode,888412,3131.718722,3146.362843,3070.226723,3184.083626
standard,b64fast,encode,957933,3423.228723,3395.109629,3357.872041,3491.012576
standard,b64fast,encode,1048576,3321.631935,3329.250291,3182.227559,3445.025838
standard,b64fast,encode,1113721,3241.718448,3241.217447,3174.783661,3286.657945
standard,b64fast,encode,1200873,3193.392351,3250.686154,2999.827239,3300.199440
standard,b64fast,encode,1294845,3509.331382,3517.332695,3458.013259,3545.816338
standard,b64fast,encode,1396170,3400.329459,3389.204799,3321.980902,3525.378707
standard,b64fast,encode,1505425,3443.473637,3426.350023,3358.480895,3543.538069
