family,library,operation,size_bytes,mean_mib_per_s,median_mib_per_s,min_mib_per_s,max_mib_per_s
standard,b64fast,encode,1623229,3594.606042,3597.325183,3548.090321,3659.155348
standard,b64fast,encode,1750251,3615.686699,3633.725576,3551.546189,3680.769114
standard,b64fast,encode,1887213,3524.694247,3480.538711,3396.037300,3673.533612
standard,b64fast,encode,2034893,3493.485458,3521.192448,3384.525161,3569.115047
standard,b64fast,encode,2194130,3548.832375,3526.511310,3446.507790,3671.270116
standard,b64fast,encode,2365827,3573.874709,3562.506730,3446.911609,3675.029516
standard,b64fast,encode,2550960,3523.861994,3521.330535,3208.523125,3730.158080
standard,b64fast,encode,2750580,3639.096556,3656.575342,3550.748197,3734.791520
standard,b64fast,encode,2965821,3345.738013,3329.077635,3221.325058,3554.020784
standard,b64fast,encode,3197905,3521.044417,3525.850409,3447.503238,3635.489093
standard,b64fast,encode,3448150,3468.384310,3447.905531,3409.276443,3550.458865
standard,b64fast,encode,3717978,3578.649515,3609.644199,3403.789499,3658.755004
standard,b64fast,encode,4008921,3616.500205,3587.867465,3566.176150,3735.219816
standard,b64fast,encode,4194304,3647.703838,3580.352814,3526.688953,3813.761322
standard,b64fast,encode,4660890,3921.738636,3867.309615,3845.130696,4047.151119
standard,b64fast,encode,5025618,3683.843281,3726.665828,3380.073094,3954.457765
standard,b64fast,encode,5418887,4119.009772,4134.426490,4080.070959,4158.001370
standard,b64fast,encode,5842931,4103.494760,4120.908500,3988.728151,4161.355540
standard,b64fast,encode,6300158,4085.596262,4106.451745,3989.092685,4120.404465
standard,b64fast,encode,6793164,3973.708362,4037.685281,3826.116826,4100.871733
standard,b64fast,encode,7324749,4085.519179,4132.572468,3919.405062,4147.950395
standard,b64fast,encode,7897932,3968.483042,3959.145784,3870.642311,4054.820799
standard,b64fast,encode,8388608,3732.805991,3755.515914,3278.151123,4147.656574
standard,b64fast,encode,9182368,4077.231517,4126.622887,3828.311246,4170.703839
standard,b64fast,encode,9900915,3977.100688,4005.818513,3771.568854,4121.812618
standard,b64fast,encode,10675691,4044.865630,4044.411672,3969.897248,4133.770523
standard,b64fast,encode,11511095,4103.883061,4109.062898,4078.064395,4127.363956
standard,b64fast,encode,12411872,3860.363410,3875.862326,3738.986526,3992.472863
standard,b64fast,encode,13383138,4121.808755,4134.484931,4080.031642,4138.238436
standard,b64fast,encode,14430407,3736.924288,3755.751616,3575.553602,3861.004919
standard,b64fast,encode,15559629,4173.512714,4172.504982,4160.546028,4184.139575
standard,b64fast,encode,16777216,4163.833970,4172.643109,4144.675064,4175.773986
standard,b64veryfast,decode,16,795.068777,837.566641,700.458550,872.728727
standard,b64veryfast,decode,17,809.263947,741.921260,732.866078,923.681824
standard,b64veryfast,decode,19,898.057806,845.692710,813.423057,1004.424169
standard,b64veryfast,decode,20,895.726514,848.540187,815.385017,997.776016
standard,b64veryfast,decode,22,1000.652651,964.192783,958.379086,1154.315304
standard,b64veryfast,decode,23,1015.489535,958.424770,937.372191,1125.885909
standard,b64veryfast,decode,25,1116.539806,1044.138474,1009.820327,1263.211715
standard,b64veryfast,decode,27,1145.267813,1146.243169,1130.541208,1154.465860
standard,b64veryfast,decode,29,1273.300323,1179.685855,1158.535321,1445.565292
standard,b64veryfast,decode,32,1315.332297,1263.877169,1259.911573,1525.726334
standard,b64veryfast,decode,34,1407.560753,1290.698462,1286.907714,1587.589442
standard,b64veryfast,decode,37,1430.705813,1375.134439,1356.630131,1673.588964
standard,b64veryfast,decode,40,1591.601900,1475.819122,1457.103616,1792.789391
standard,b64veryfast,decode,43,1637.509042,1505.875279,1502.124381,1848.039459
standard,b64veryfast,decode,46,1544.745275,1549.156669,1509.809284,1560.286618
standard,b64veryfast,decode,50,1933.679596,1911.324187,1902.174718,2025.646381
standard,b64veryfast,decode,53,2202.803755,2080.544117,2036.287921,2738.364870
standard,b64veryfast,decode,58,2221.106304,2103.960074,2092.815375,2704.797572
standard,b64veryfast,decode,62,2135.123866,2007.462742,1911.418104,2757.569612
standard,b64veryfast,decode,67,1075.232601,1076.315008,1018.113221,1129.850374
standard,b64veryfast,decode,72,1049.708654,1013.708379,928.953823,1205.698872
standard,b64veryfast,decode,78,1201.040000,1165.115287,1149.244267,1267.701777
standard,b64veryfast,decode,84,1298.526386,1282.435926,1267.381385,1386.298456
standard,b64veryfast,decode,91,1341.666888,1318.524689,1207.570533,1435.269304
standard,b64veryfast,decode,98,1578.082703,1545.714524,1543.417165,1709.031251
standard,b64veryfast,decode,105,1696.512787,1636.954869,1617.650532,1813.331702
standard,b64veryfast,decode,113,1778.746503,1833.122424,1687.496230,1841.379732
standard,b64veryfast,decode,122,1766.158417,1713.306844,1692.225410,1869.753566
standard,b64veryfast,decode,132,1882.792787,1823.702150,1816.816175,1978.579866
standard,b64veryfast,decode,142,1972.287435,1970.017442,1892.530495,2070.075062
standard,b64veryfast,decode,153,1796.130762,2238.676823,211.943928,2462.760415
standard,b64veryfast,decode,165,2317.127652,2255.346043,2238.845602,2427.934433
standard,b64veryfast,decode,178,2355.899156,2311.060579,2281.928657,2451.878999
standard,b64veryfast,decode,192,2274.224915,2033.678983,1902.843552,2857.106421
standard,b64veryfast,decode,207,2850.553617,2809.457603,2755.618886,3028.213503
standard,b64veryfast,decode,224,3059.707320,3125.886815,2909.992181,3162.114839
standard,b64veryfast,decode,241,3481.534738,3441.202711,3405.632536,3691.346823
standard,b64veryfast,decode,260,3473.357459,3395.977513,3351.240213,3623.153275
standard,b64veryfast,decode,280,3726.400112,3679.224134,3665.383861,3921.629679
standard,b64veryfast,decode,302,4083.288744,4031.370066,4003.604996,4327.251610
standard,b64veryfast,decode,326,3951.792554,3989.427062,3726.918256,4070.359024
standard,b64veryfast,decode,351,4149.427786,4200.980124,3888.085781,4254.743552
standard,b64veryfast,decode,379,4598.757289,4548.896858,4495.582329,4873.240782
standard,b64veryfast,decode,408,4747.286747,4621.551791,4550.555019,5004.512238
standard,b64veryfast,decode,440,5037.339437,4949.420817,4894.533167,5226.203579
standard,b64veryfast,decode,475,4634.887170,4940.435725,3591.523029,5201.174950
standard,b64veryfast,decode,512,5156.954096,5125.104635,5108.308591,5238.563924
standard,b64veryfast,decode,552,5722.990036,5614.400641,5575.628610,5944.934590
standard,b64veryfast,decode,595,5911.978808,5918.124977,5884.682495,5945.361694
standard,b64veryfast,decode,642,6412.822485,6357.802407,6254.047919,6591.473247
standard,b64veryfast,decode,692,6455.968664,6476.819024,6404.313519,6513.690927
standard,b64veryfast,decode,746,6814.772062,6715.055298,6706.374175,7172.422694
standard,b64veryfast,decode,805,5855.465313,5880.243535,5229.352007,6340.002360
standard,b64veryfast,decode,868,7177.680333,7157.895885,7125.102157,7277.160204
standard,b64veryfast,decode,935,7317.526277,7255.628798,7247.094085,7552.660637
standard,b64veryfast,decode,1009,7774.522587,7777.873102,7712.364775,7810.036955
standard,b64veryfast,decode,1088,7934.519438,7940.154979,7867.379681,7987.240401
standard,b64veryfast,decode,1173,8145.443972,8229.860650,7788.779901,8334.958932
standard,b64veryfast,decode,1264,8288.354175,8289.591993,8275.870394,8300.100983
standard,b64veryfast,decode,1363,8487.640094,8572.190218,8229.921952,8607.418786
standard,b64veryfast,decode,1470,8594.790285,8581.139090,8287.054144,8902.147387
standard,b64veryfast,decode,1585,8984.708061,8931.992228,8833.504277,9365.960321
standard,b64veryfast,decode,1709,8823.760063,8774.784426,8497.043997,9352.311589
standard,b64veryfast,decode,1843,8969.947768,8994.894143,8437.747332,9286.818831
standard,b64veryfast,decode,1987,9173.247425,9187.084258,9081.897247,9260.698254
standard,b64veryfast,decode,2143,9381.282885,9385.799578,9349.860869,9426.122109
standard,b64veryfast,decode,2310,9624.987140,9593.573661,9508.134710,9785.052985
standard,b64veryfast,decode,2491,9606.882702,9671.719375,9476.379084,9701.808628
standard,b64veryfast,decode,2686,10115.626545,10040.243425,10014.329935,10253.771537
standard,b64veryfast,decode,2896,10089.686964,10076.754750,9989.686718,10286.791637
standard,b64veryfast,decode,3123,10433.295036,10414.829263,10355.984725,10552.068105
standard,b64veryfast,decode,3367,10432.220061,10428.930909,10378.085805,10478.033739
standard,b64veryfast,decode,3631,10469.009491,10415.943283,10402.848880,10675.627984
standard,b64veryfast,decode,3915,10636.917484,10629.314660,10592.956645,10677.850343
standard,b64veryfast,decode,4096,10412.437643,10467.770819,10083.417284,10669.743546
standard,b64veryfast,decode,4552,10836.001340,10835.995103,10822.304216,10848.003076
standard,b64veryfast,decode,4908,11036.538376,11037.158212,11027.128519,11045.819154
standard,b64veryfast,decode,5292,10931.519160,10988.606839,10745.130599,11085.109195
standard,b64veryfast,decode,5706,11355.368814,11307.611780,11296.288245,11449.279715
standard,b64veryfast,decode,6152,11347.130780,11382.234600,11234.450458,11448.439991
standard,b64veryfast,decode,6634,11482.319370,11527.454594,11400.516226,11534.059324
standard,b64veryfast,decode,7153,11339.657808,11481.445222,10735.333015,11527.702028
standard,b64veryfast,decode,7713,10729.276480,11053.976408,10042.114102,11173.646701
standard,b64veryfast,decode,8316,11399.876745,11391.935969,11355.006808,11442.388681
standard,b64veryfast,decode,8967,11478.034511,11559.542168,10895.181184,11814.256404
standard,b64veryfast,decode,9669,11574.924855,11583.412384,11408.973193,11778.414305
standard,b64veryfast,decode,10425,11789.014289,11783.438128,11770.323156,11824.795083
standard,b64veryfast,decode,11241,11756.677152,11844.668103,11454.717227,11858.049809
standard,b64veryfast,decode,12121,11808.967587,11839.435051,11607.839053,11944.351398
standard,b64veryfast,decode,13069,11908.596348,11946.188890,11784.963301,11960.792117
standard,b64veryfast,decode,14092,12003.474356,12007.090396,11967.702175,12032.120734
standard,b64veryfast,decode,15195,11995.492812,11983.605571,11959.932366,12058.288969
standard,b64veryfast,decode,16384,11984.062809,11979.555203,11964.679312,12024.405653
standard,b64veryfast,decode,17666,11966.503871,11985.708186,11848.771191,12056.893917
standard,b64veryfast,decode,19049,12020.711826,12023.798814,11994.115120,12054.013208
standard,b64veryfast,decode,20539,12126.598361,12108.277303,12068.821831,12198.774942
standard,b64veryfast,decode,22146,11987.767425,12152.694663,11331.173921,12183.561310
standard,b64veryfast,decode,23879,12100.098615,12100.693635,12090.565648,12110.086541
standard,b64veryfast,decode,25748,11956.522669,12146.122170,11455.865387,12222.475027
standard,b64veryfast,decode,27763,13039.228929,13091.802500,12820.674066,13107.018831
standard,b64veryfast,decode,29935,13075.114308,13060.531153,13048.654964,13113.209520
standard,b64veryfast,decode,32278,12293.319435,12296.548294,12255.123615,12311.716734
standard,b64veryfast,decode,34804,13026.343369,13029.273346,12888.973338,13186.599399
standard,b64veryfast,decode,37527,12332.374909,12357.886075,12178.264536,12422.439311
standard,b64veryfast,decode,40464,13030.347132,13047.238735,12932.573989,13120.301639
standard,b64veryfast,decode,43630,12996.714394,13021.289881,12884.135021,13049.316240
standard,b64veryfast,decode,47045,13014.840053,12997.321212,12899.694666,13199.938598
standard,b64veryfast,decode,50726,12774.228859,12745.785577,12335.615350,13036.765254
standard,b64veryfast,decode,54695,13108.219299,13115.053617,13055.348656,13137.687064
standard,b64veryfast,decode,58975,11694.811234,11838.746249,10997.619269,12293.683675
standard,b64veryfast,decode,65536,13003.667483,12932.728647,12890.248312,13135.267926
standard,b64veryfast,decode,68567,12557.882508,12555.976081,12271.103975,12896.543656
standard,b64veryfast,decode,73932,12267.720927,12283.580005,12120.826329,12375.300063
standard,b64veryfast,decode,79717,12650.175593,12636.391131,12334.815152,12901.536745
standard,b64veryfast,decode,85956,12319.848118,12348.868487,12214.860568,12383.028023
standard,b64veryfast,decode,92682,12664.230194,12612.114802,12516.531417,12851.282104
standard,b64veryfast,decode,99935,11806.005506,11785.232822,11199.358217,12413.373242
standard,b64veryfast,decode,107755,10266.041240,10164.815791,9409.755893,11275.508898
standard,b64veryfast,decode,116187,11726.317654,11894.614730,11050.003016,11966.138470
standard,b64veryfast,decode,125279,12752.935869,12820.851950,12204.648704,13266.256084
standard,b64veryfast,decode,135082,11449.515788,11442.408573,11084.545462,11806.501726
standard,b64veryfast,decode,145653,12229.204778,12266.708588,11798.594817,12766.928267
standard,b64veryfast,decode,157051,12350.952978,12376.864592,11755.233546,12915.650876
standard,b64veryfast,decode,169340,11047.175569,10980.778149,10777.963222,11299.880213
standard,b64veryfast,decode,182592,11342.143211,11459.052074,10015.897722,12393.684153
standard,b64veryfast,decode,196880,11239.151406,10997.809212,10221.927304,12287.646468
standard,b64veryfast,decode,212286,11906.115425,12024.598785,10990.002757,12391.503956
standard,b64veryfast,decode,228898,11153.563610,11217.533455,9814.988576,12538.676528
standard,b64veryfast,decode,246810,11449.320268,11419.005777,11177.655380,11704.858736
standard,b64veryfast,decode,266124,11015.995646,10758.700014,10455.907339,11733.181780
standard,b64veryfast,decode,286949,10371.562692,10271.871114,9718.670280,11242.013178
standard,b64veryfast,decode,309404,11257.856748,11287.509251,11052.944201,11363.542687
standard,b64veryfast,decode,333615,11878.618558,11824.272522,11475.021041,12503.187483
standard,b64veryfast,decode,359722,11330.652141,11148.078916,10796.928540,12480.467714
standard,b64veryfast,decode,387871,10114.334037,10272.576027,9324.864562,10865.788186
standard,b64veryfast,decode,418223,8423.575409,8909.052182,5526.340514,9744.490171
standard,b64veryfast,decode,450950,9669.959899,9814.034150,9207.506066,10156.436123
standard,b64veryfast,decode,486238,9408.082021,9494.526869,8768.370449,10103.449924
standard,b64veryfast,decode,524288,7914.457285,7949.276048,7784.745606,7972.160709
standard,b64veryfast,decode,565315,7127.157253,7199.395269,6881.428077,7278.311014
standard,b64veryfast,decode,609553,7118.999016,7146.349006,6836.724099,7418.437237
standard,b64veryfast,decode,657252,7205.085938,7169.935063,6991.425702,7428.004033
standard,b64veryfast,decode,708684,6751.663117,6656.151271,6359.546628,7249.370465
standard,b64veryfast,decode,764140,7648.493309,7661.782654,7531.669294,7736.100766
standard,b64veryfast,decode,823937,7558.296535,7513.394042,7455.937849,7750.092038
standard,b64veryfast,decode,888412,7843.295755,7870.751250,7700.506306,7907.480309
standard,b64veryfast,decode,957933,7834.812973,7755.005579,7573.494332,8115.528016
standard,b64veryfast,decode,1048576,7856.523716,7849.991113,7650.557192,8130.330736
standard,b64veryfast,decode,1113721,7409.280074,7393.603389,7076.881029,7677.863601
standard,b64veryfast,decode,1200873,8168.371485,8123.528875,8095.934184,8283.521975
standard,b64veryfast,decode,1294845,7788.006934,7812.568512,7691.818894,7872.851395
standard,b64veryfast,decode,1396170,8164.822277,8025.575610,7883.813669,8700.650341
standard,b64veryfast,decode,1505425,8259.025251,8382.600475,7707.330521,8635.554289
standard,b64veryfast,decode,1623229,8636.150147,8656.965967,8575.682446,8685.505114
standard,b64veryfast,decode,1750251,8070.043714,8076.695547,7743.272272,8269.747854
standard,b64veryfast,decode,1887213,8389.242118,8333.166061,8234.470311,8618.145284
standard,b64veryfast,decode,2034893,8059.875821,8320.663176,7106.203400,8559.064352
standard,b64veryfast,decode,2194130,8302.140255,8303.513603,8217.259724,8403.918846
standard,b64veryfast,decode,2365827,7919.707977,7887.433237,7646.843372,8257.821184
standard,b64veryfast,decode,2550960,8433.624933,8654.366050,7731.308371,8915.533888
standard,b64veryfast,decode,2750580,8183.832799,8154.669934,8067.965835,8306.179518
standard,b64veryfast,decode,2965821,8224.782580,8180.858466,8107.428436,8364.154337
