family,library,operation,size_bytes,iterations,run,elapsed_us,mib_per_s
standard,b64veryfast-trusted,decode,4194304,24,1,7025,13665.480427
standard,b64veryfast-trusted,decode,4194304,24,2,7098,13524.936602
standard,b64veryfast-trusted,decode,4194304,24,3,7190,13351.877608
standard,b64veryfast-trusted,decode,4194304,24,4,7096,13528.748591
standard,b64veryfast-trusted,decode,4194304,24,5,7062,13593.882753
base64url,otp-base64-url,encode,4194304,24,1,161669,593.805863
base64url,otp-base64-url,encode,4194304,24,2,150206,639.122272
base64url,otp-base64-url,encode,4194304,24,3,140618,682.700650
base64url,otp-base64-url,encode,4194304,24,4,142103,675.566315
base64url,otp-base64-url,encode,4194304,24,5,141999,676.061099
base64url,otp-base64-url,decode,4194304,24,1,185057,518.759085
base64url,otp-base64-url,decode,4194304,24,2,185200,518.358531
base64url,otp-base64-url,decode,4194304,24,3,186003,516.120708
base64url,otp-base64-url,decode,4194304,24,4,190038,505.162125
base64url,otp-base64-url,decode,4194304,24,5,184903,519.191143
base64url,b64rs,encode,4194304,24,1,7882,12179.649835
base64url,b64rs,encode,4194304,24,2,7906,12142.676448
base64url,b64rs,encode,4194304,24,3,7952,12072.434608
base64url,b64rs,encode,4194304,24,4,7945,12083.071114
base64url,b64rs,encode,4194304,24,5,7965,12052.730697
base64url,b64rs,decode,4194304,24,1,21568,4451.038576
base64url,b64rs,decode,4194304,24,2,21591,4446.297068
base64url,b64rs,decode,4194304,24,3,21470,4471.355380
base64url,b64rs,decode,4194304,24,4,21517,4461.588511
base64url,b64rs,decode,4194304,24,5,21532,4458.480401
base64url,b64veryfast-url,encode,4194304,24,1,3962,24230.186774
base64url,b64veryfast-url,encode,4194304,24,2,3935,24396.442186
base64url,b64veryfast-url,encode,4194304,24,3,3970,24181.360202
base64url,b64veryfast-url,encode,4194304,24,4,4060,23645.320197
base64url,b64veryfast-url,encode,4194304,24,5,3966,24205.748865
base64url,b64veryfast-url,decode,4194304,24,1,7696,12474.012474
base64url,b64veryfast-url,decode,4194304,24,2,7657,12537.547342
base64url,b64veryfast-url,decode,4194304,24,3,7688,12486.992716
base64url,b64veryfast-url,decode,4194304,24,4,7696,12474.012474
base64url,b64veryfast-url,decode,4194304,24,5,7690,12483.745124
base64url,b64veryfast-url-trusted,decode,4194304,24,1,6962,13789.141051
base64url,b64veryfast-url-trusted,decode,4194304,24,2,6992,13729.977117
base64url,b64veryfast-url-trusted,decode,4194304,24,3,6975,13763.440860
base64url,b64veryfast-url-trusted,decode,4194304,24,4,6954,13805.004314
base64url,b64veryfast-url-trusted,decode,4194304,24,5,6937,13838.835231
