family,library,operation,size_bytes,iterations,run,elapsed_us,mib_per_s
standard,b64fast,decode,46341,2173,1,24087,3986.965721
standard,b64fast,decode,46341,2173,2,24705,3887.231059
standard,b64fast,decode,46341,2173,3,24238,3962.127375
standard,b64fast,decode,46341,2173,4,23781,4038.267664
standard,b64fast,decode,46341,2173,5,23927,4013.626586
standard,b64veryfast,encode,46341,2173,1,4464,21513.002534
standard,b64veryfast,encode,46341,2173,2,4166,23051.858692
standard,b64veryfast,encode,46341,2173,3,4099,23428.651698
standard,b64veryfast,encode,46341,2173,4,4125,23280.980197
standard,b64veryfast,encode,46341,2173,5,4114,23343.228807
standard,b64veryfast,decode,46341,2173,1,8057,11919.330186
standard,b64veryfast,decode,46341,2173,2,7908,12143.910383
standard,b64veryfast,decode,46341,2173,3,8247,11644.724544
standard,b64veryfast,decode,46341,2173,4,8005,11996.757441
standard,b64veryfast,decode,46341,2173,5,7982,12031.325897
standard,b64veryfast-trusted,decode,46341,2173,1,7130,13469.010282
standard,b64veryfast-trusted,decode,46341,2173,2,7428,12928.654188
standard,b64veryfast-trusted,decode,46341,2173,3,7199,13339.914337
standard,b64veryfast-trusted,decode,46341,2173,4,7070,13583.315886
standard,b64veryfast-trusted,decode,46341,2173,5,7018,13683.961714
base64url,otp-base64-url,encode,46341,2173,1,121344,791.419793
base64url,otp-base64-url,encode,46341,2173,2,120532,796.751430
base64url,otp-base64-url,encode,46341,2173,3,120276,798.447266
base64url,otp-base64-url,encode,46341,2173,4,120310,798.221622
base64url,otp-base64-url,encode,46341,2173,5,123488,777.679154
base64url,otp-base64-url,decode,46341,2173,1,173966,552.027657
base64url,otp-base64-url,decode,46341,2173,2,173505,553.494385
base64url,otp-base64-url,decode,46341,2173,3,173701,552.869836
base64url,otp-base64-url,decode,46341,2173,4,173268,554.251468
base64url,otp-base64-url,decode,46341,2173,5,174884,549.129956
base64url,b64rs,encode,46341,2173,1,10080,9527.186837
base64url,b64rs,encode,46341,2173,2,10865,8838.844299
base64url,b64rs,encode,46341,2173,3,9778,9821.440306
base64url,b64rs,encode,46341,2173,4,11091,8658.736211
base64url,b64rs,encode,46341,2173,5,10573,9082.951226
base64url,b64rs,decode,46341,2173,1,30012,3199.854835
base64url,b64rs,decode,46341,2173,2,25738,3731.216229
base64url,b64rs,decode,46341,2173,3,24991,3842.745121
base64url,b64rs,decode,46341,2173,4,25131,3821.337922
base64url,b64rs,decode,46341,2173,5,23556,4076.840012
base64url,b64veryfast-url,encode,46341,2173,1,4144,23174.238251
base64url,b64veryfast-url,encode,46341,2173,2,4484,21417.048018
base64url,b64veryfast-url,encode,46341,2173,3,4181,22969.156497
base64url,b64veryfast-url,encode,46341,2173,4,4500,21340.898514
base64url,b64veryfast-url,encode,46341,2173,5,4123,23292.273420
base64url,b64veryfast-url,decode,46341,2173,1,7878,12190.155282
base64url,b64veryfast-url,decode,46341,2173,2,7838,12252.365822
base64url,b64veryfast-url,decode,46341,2173,3,7947,12084.313994
base64url,b64veryfast-url,decode,46341,2173,4,8024,11968.350363
base64url,b64veryfast-url,decode,46341,2173,5,7845,12241.433182
base64url,b64veryfast-url-trusted,decode,46341,2173,1,7119,13489.822069
base64url,b64veryfast-url-trusted,decode,46341,2173,2,7464,12866.297335
base64url,b64veryfast-url-trusted,decode,46341,2173,3,7259,13229.651923
base64url,b64veryfast-url-trusted,decode,46341,2173,4,7047,13627.649115
base64url,b64veryfast-url-trusted,decode,46341,2173,5,7054,13614.125788
standard,otp-base64,encode,65536,1536,1,120848,794.386337
standard,otp-base64,encode,65536,1536,2,127597,752.368786
standard,otp-base64,encode,65536,1536,3,120937,793.801731
standard,otp-base64,encode,65536,1536,4,120688,795.439480
standard,otp-base64,encode,65536,1536,5,121168,792.288393
standard,otp-base64,decode,65536,1536,1,172101,557.811982
standard,otp-base64,decode,65536,1536,2,177110,542.036023
standard,otp-base64,decode,65536,1536,3,173553,553.145149
standard,otp-base64,decode,65536,1536,4,172872,555.324170
standard,otp-base64,decode,65536,1536,5,173156,554.413361
standard,b64fast,encode,65536,1536,1,23463,4091.548395
standard,b64fast,encode,65536,1536,2,23731,4045.341536
standard,b64fast,encode,65536,1536,3,23725,4046.364594
standard,b64fast,encode,65536,1536,4,23777,4037.515246
standard,b64fast,encode,65536,1536,5,23583,4070.728915
standard,b64fast,decode,65536,1536,1,23141,4148.481051
standard,b64fast,decode,65536,1536,2,23223,4133.832838
standard,b64fast,decode,65536,1536,3,23144,4147.943311
standard,b64fast,decode,65536,1536,4,23110,4154.045868
standard,b64fast,decode,65536,1536,5,23001,4173.731577
standard,b64veryfast,encode,65536,1536,1,4525,21215.469613
standard,b64veryfast,encode,65536,1536,2,4056,23668.639053
standard,b64veryfast,encode,65536,1536,3,4095,23443.223443
standard,b64veryfast,encode,65536,1536,4,4075,23558.282209
standard,b64veryfast,encode,65536,1536,5,4089,23477.622891
standard,b64veryfast,decode,65536,1536,1,7784,12332.990750
standard,b64veryfast,decode,65536,1536,2,7791,12321.909896
standard,b64veryfast,decode,65536,1536,3,7769,12356.802677
standard,b64veryfast,decode,65536,1536,4,7770,12355.212355
standard,b64veryfast,decode,65536,1536,5,7792,12320.328542
standard,b64veryfast-trusted,decode,65536,1536,1,7046,13624.751632
standard,b64veryfast-trusted,decode,65536,1536,2,7066,13586.187376
standard,b64veryfast-trusted,decode,65536,1536,3,7047,13622.818221
standard,b64veryfast-trusted,decode,65536,1536,4,7006,13702.540679
standard,b64veryfast-trusted,decode,65536,1536,5,6979,13755.552371
base64url,otp-base64-url,encode,65536,1536,1,120198,798.682174
base64url,otp-base64-url,encode,65536,1536,2,121484,790.227520
base64url,otp-base64-url,encode,65536,1536,3,122502,783.660675
base64url,otp-base64-url,encode,65536,1536,4,124404,771.679367
base64url,otp-base64-url,encode,65536,1536,5,122680,782.523639
base64url,otp-base64-url,decode,65536,1536,1,174522,550.073916
base64url,otp-base64-url,decode,65536,1536,2,170472,563.142334
base64url,otp-base64-url,decode,65536,1536,3,171581,559.502509
base64url,otp-base64-url,decode,65536,1536,4,173935,551.930319
base64url,otp-base64-url,decode,65536,1536,5,171584,559.492727
base64url,b64rs,encode,65536,1536,1,8172,11747.430250
base64url,b64rs,encode,65536,1536,2,8143,11789.266855
base64url,b64rs,encode,65536,1536,3,8167,11754.622260
base64url,b64rs,encode,65536,1536,4,8112,11834.319527
base64url,b64rs,encode,65536,1536,5,8231,11663.224396
base64url,b64rs,decode,65536,1536,1,23383,4105.546765
base64url,b64rs,decode,65536,1536,2,23502,4084.758744
base64url,b64rs,decode,65536,1536,3,23259,4127.434541
base64url,b64rs,decode,65536,1536,4,23274,4124.774426
base64url,b64rs,decode,65536,1536,5,23242,4130.453489
base64url,b64veryfast-url,encode,65536,1536,1,4053,23686.158401
base64url,b64veryfast-url,encode,65536,1536,2,4048,23715.415020
base64url,b64veryfast-url,encode,65536,1536,3,4071,23581.429624
base64url,b64veryfast-url,encode,65536,1536,4,4077,23546.725533
base64url,b64veryfast-url,encode,65536,1536,5,4409,21773.644817
base64url,b64veryfast-url,decode,65536,1536,1,7756,12377.514183
base64url,b64veryfast-url,decode,65536,1536,2,7690,12483.745124
base64url,b64veryfast-url,decode,65536,1536,3,7717,12440.067384
base64url,b64veryfast-url,decode,65536,1536,4,7837,12249.585300
base64url,b64veryfast-url,decode,65536,1536,5,7683,12495.119094
base64url,b64veryfast-url-trusted,decode,65536,1536,1,6987,13739.802490
base64url,b64veryfast-url-trusted,decode,65536,1536,2,6982,13749.641936
base64url,b64veryfast-url-trusted,decode,65536,1536,3,6986,13741.769253
base64url,b64veryfast-url-trusted,decode,65536,1536,4,6961,13791.121965
base64url,b64veryfast-url-trusted,decode,65536,1536,5,6936,13840.830450
standard,otp-base64,encode,92682,1087,1,119830,801.787846
standard,otp-base64,encode,92682,1087,2,120242,799.040581
standard,otp-base64,encode,92682,1087,3,120484,797.435656
standard,otp-base64,encode,92682,1087,4,121971,787.713781
standard,otp-base64,encode,92682,1087,5,120922,794.547208
standard,otp-base64,decode,92682,1087,1,179358,535.678573
standard,otp-base64,decode,92682,1087,2,176371,544.750767
standard,otp-base64,decode,92682,1087,3,174420,550.844155
standard,otp-base64,decode,92682,1087,4,176147,545.443508
standard,otp-base64,decode,92682,1087,5,172548,556.820349
standard,b64fast,encode,92682,1087,1,24266,3959.376804
standard,b64fast,encode,92682,1087,2,24688,3891.697891
standard,b64fast,encode,92682,1087,3,24568,3910.706510
standard,b64fast,encode,92682,1087,4,23875,4024.219373
standard,b64fast,encode,92682,1087,5,24312,3951.885387
standard,b64fast,decode,92682,1087,1,23723,4050.003690
standard,b64fast,decode,92682,1087,2,23600,4071.111760
standard,b64fast,decode,92682,1087,3,23683,4056.844046
standard,b64fast,decode,92682,1087,4,23621,4067.492381
standard,b64fast,decode,92682,1087,5,23733,4048.297204
standard,b64veryfast,encode,92682,1087,1,4421,21732.241016
standard,b64veryfast,encode,92682,1087,2,4135,23235.365788
standard,b64veryfast,encode,92682,1087,3,4050,23723.021613
standard,b64veryfast,encode,92682,1087,4,4157,23112.397771
standard,b64veryfast,encode,92682,1087,5,4094,23468.059974
standard,b64veryfast,decode,92682,1087,1,7752,12393.993490
standard,b64veryfast,decode,92682,1087,2,7809,12303.526384
standard,b64veryfast,decode,92682,1087,3,7854,12233.032535
standard,b64veryfast,decode,92682,1087,4,7854,12233.032535
standard,b64veryfast,decode,92682,1087,5,7887,12181.848299
standard,b64veryfast-trusted,decode,92682,1087,1,7108,13516.915804
standard,b64veryfast-trusted,decode,92682,1087,2,7105,13522.623157
standard,b64veryfast-trusted,decode,92682,1087,3,7126,13482.772598
standard,b64veryfast-trusted,decode,92682,1087,4,7069,13591.489254
standard,b64veryfast-trusted,decode,92682,1087,5,7094,13543.591420
base64url,otp-base64-url,encode,92682,1087,1,120683,796.120726
base64url,otp-base64-url,encode,92682,1087,2,123286,779.311824
base64url,otp-base64-url,encode,92682,1087,3,120859,794.961381
base64url,otp-base64-url,encode,92682,1087,4,120678,796.153711
base64url,otp-base64-url,encode,92682,1087,5,120287,798.741656
base64url,otp-base64-url,decode,92682,1087,1,174746,549.816520
base64url,otp-base64-url,decode,92682,1087,2,174817,549.593218
base64url,otp-base64-url,decode,92682,1087,3,176424,544.587117
base64url,otp-base64-url,decode,92682,1087,4,174828,549.558638
base64url,otp-base64-url,decode,92682,1087,5,174672,550.049450
base64url,b64rs,encode,92682,1087,1,8359,11493.987024
base64url,b64rs,encode,92682,1087,2,8174,11754.127420
base64url,b64rs,encode,92682,1087,3,8187,11735.463238
base64url,b64rs,encode,92682,1087,4,8112,11843.964193
base64url,b64rs,encode,92682,1087,5,8128,11820.649303
base64url,b64rs,decode,92682,1087,1,22224,4323.174835
base64url,b64rs,decode,92682,1087,2,22066,4354.130224
base64url,b64rs,decode,92682,1087,3,24264,3959.703162
base64url,b64rs,decode,92682,1087,4,25321,3794.409286
base64url,b64rs,decode,92682,1087,5,22005,4366.200297
base64url,b64veryfast-url,encode,92682,1087,1,4802,20007.962835
base64url,b64veryfast-url,encode,92682,1087,2,4571,21019.085000
base64url,b64veryfast-url,encode,92682,1087,3,4044,23758.218975
base64url,b64veryfast-url,encode,92682,1087,4,4120,23319.960566
base64url,b64veryfast-url,encode,92682,1087,5,4019,23906.005856
base64url,b64veryfast-url,decode,92682,1087,1,7807,12306.678306
base64url,b64veryfast-url,decode,92682,1087,2,7802,12314.565180
base64url,b64veryfast-url,decode,92682,1087,3,7844,12248.627936
base64url,b64veryfast-url,decode,92682,1087,4,7832,12267.394986
base64url,b64veryfast-url,decode,92682,1087,5,7834,12264.263152
base64url,b64veryfast-url-trusted,decode,92682,1087,1,7130,13475.208630
base64url,b64veryfast-url-trusted,decode,92682,1087,2,7098,13535.959078
base64url,b64veryfast-url-trusted,decode,92682,1087,3,7020,13686.358623
base64url,b64veryfast-url-trusted,decode,92682,1087,4,7004,13717.623863
base64url,b64veryfast-url-trusted,decode,92682,1087,5,7061,13606.888193
standard,otp-base64,encode,131072,768,1,122083,786.350270
standard,otp-base64,encode,131072,768,2,122863,781.358098
standard,otp-base64,encode,131072,768,3,120686,795.452662
standard,otp-base64,encode,131072,768,4,120669,795.564727
standard,otp-base64,encode,131072,768,5,121344,791.139241
standard,otp-base64,decode,131072,768,1,172567,556.305667
standard,otp-base64,decode,131072,768,2,174749,549.359367
standard,otp-base64,decode,131072,768,3,172468,556.624997
standard,otp-base64,decode,131072,768,4,172688,555.915871
standard,otp-base64,decode,131072,768,5,172617,556.144528
standard,b64fast,encode,131072,768,1,24868,3860.382821
standard,b64fast,encode,131072,768,2,24976,3843.689942
standard,b64fast,encode,131072,768,3,24844,3864.112059
standard,b64fast,encode,131072,768,4,24039,3993.510545
standard,b64fast,encode,131072,768,5,23908,4015.392337
standard,b64fast,decode,131072,768,1,23188,4140.072451
standard,b64fast,decode,131072,768,2,23197,4138.466181
standard,b64fast,decode,131072,768,3,23078,4159.805876
standard,b64fast,decode,131072,768,4,23625,4063.492063
standard,b64fast,decode,131072,768,5,23124,4151.530877
standard,b64veryfast,encode,131072,768,1,4357,22033.509295
standard,b64veryfast,encode,131072,768,2,4048,23715.415020
standard,b64veryfast,encode,131072,768,3,4051,23697.852382
standard,b64veryfast,encode,131072,768,4,4113,23340.627279
standard,b64veryfast,encode,131072,768,5,4067,23604.622572
standard,b64veryfast,decode,131072,768,1,7768,12358.393409
standard,b64veryfast,decode,131072,768,2,7790,12323.491656
standard,b64veryfast,decode,131072,768,3,7830,12260.536398
standard,b64veryfast,decode,131072,768,4,8495,11300.765156
standard,b64veryfast,decode,131072,768,5,7941,12089.157537
standard,b64veryfast-trusted,decode,131072,768,1,7027,13661.591006
standard,b64veryfast-trusted,decode,131072,768,2,6944,13824.884793
standard,b64veryfast-trusted,decode,131072,768,3,7085,13549.752999
standard,b64veryfast-trusted,decode,131072,768,4,7093,13534.470605
standard,b64veryfast-trusted,decode,131072,768,5,7002,13710.368466
base64url,otp-base64-url,encode,131072,768,1,120540,796.416127
base64url,otp-base64-url,encode,131072,768,2,121956,787.169143
base64url,otp-base64-url,encode,131072,768,3,120166,798.894862
base64url,otp-base64-url,encode,131072,768,4,120760,794.965220
base64url,otp-base64-url,encode,131072,768,5,120934,793.821423
base64url,otp-base64-url,decode,131072,768,1,174076,551.483260
base64url,otp-base64-url,decode,131072,768,2,172789,555.590923
base64url,otp-base64-url,decode,131072,768,3,172497,556.531418
base64url,otp-base64-url,decode,131072,768,4,172959,555.044837
base64url,otp-base64-url,decode,131072,768,5,172565,556.312114
base64url,b64rs,encode,131072,768,1,8333,11520.460818
base64url,b64rs,encode,131072,768,2,8176,11741.682975
base64url,b64rs,encode,131072,768,3,8167,11754.622260
base64url,b64rs,encode,131072,768,4,8129,11809.570673
base64url,b64rs,encode,131072,768,5,8110,11837.237978
base64url,b64rs,decode,131072,768,1,22052,4353.346635
base64url,b64rs,decode,131072,768,2,22062,4351.373402
base64url,b64rs,decode,131072,768,3,22394,4286.862552
base64url,b64rs,decode,131072,768,4,22233,4317.905816
base64url,b64rs,decode,131072,768,5,23057,4163.594570
base64url,b64veryfast-url,encode,131072,768,1,4165,23049.219688
base64url,b64veryfast-url,encode,131072,768,2,4058,23656.973879
base64url,b64veryfast-url,encode,131072,768,3,4054,23680.315738
base64url,b64veryfast-url,encode,131072,768,4,4088,23483.365949
base64url,b64veryfast-url,encode,131072,768,5,4054,23680.315738
base64url,b64veryfast-url,decode,131072,768,1,7782,12336.160370
base64url,b64veryfast-url,decode,131072,768,2,7743,12398.295234
base64url,b64veryfast-url,decode,131072,768,3,7754,12380.706732
base64url,b64veryfast-url,decode,131072,768,4,7773,12350.443844
base64url,b64veryfast-url,decode,131072,768,5,7776,12345.679012
base64url,b64veryfast-url-trusted,decode,131072,768,1,6999,13716.245178
base64url,b64veryfast-url-trusted,decode,131072,768,2,7034,13647.995451
base64url,b64veryfast-url-trusted,decode,131072,768,3,7523,12760.866676
base64url,b64veryfast-url-trusted,decode,131072,768,4,7668,12519.561815
base64url,b64veryfast-url-trusted,decode,131072,768,5,7691,12482.121961
standard,otp-base64,encode,185364,544,1,120698,796.754097
standard,otp-base64,encode,185364,544,2,119567,804.290699
standard,otp-base64,encode,185364,544,3,119698,803.410466
standard,otp-base64,encode,185364,544,4,121931,788.697099
standard,otp-base64,encode,185364,544,5,122077,787.753844
standard,otp-base64,decode,185364,544,1,176719,544.178192
standard,otp-base64,decode,185364,544,2,171924,559.355448
standard,otp-base64,decode,185364,544,3,172610,557.132414
standard,otp-base64,decode,185364,544,4,172153,558.611386
standard,otp-base64,decode,185364,544,5,171956,559.251355
standard,b64fast,encode,185364,544,1,23307,4126.083407
standard,b64fast,encode,185364,544,2,23335,4121.132461
standard,b64fast,encode,185364,544,3,23644,4067.273980
standard,b64fast,encode,185364,544,4,23401,4109.509251
standard,b64fast,encode,185364,544,5,23488,4094.287550
standard,b64fast,decode,185364,544,1,23793,4041.803303
standard,b64fast,decode,185364,544,2,23533,4086.458419
standard,b64fast,decode,185364,544,3,24415,3938.833749
standard,b64fast,decode,185364,544,4,23278,4131.223730
standard,b64fast,decode,185364,544,5,23022,4177.162105
standard,b64veryfast,encode,185364,544,1,4122,23330.088786
standard,b64veryfast,encode,185364,544,2,4025,23892.329435
standard,b64veryfast,encode,185364,544,3,3970,24223.331480
standard,b64veryfast,encode,185364,544,4,4031,23856.766553
standard,b64veryfast,encode,185364,544,5,3965,24253.877926
standard,b64veryfast,decode,185364,544,1,7737,12429.446294
standard,b64veryfast,decode,185364,544,2,7764,12386.221790
standard,b64veryfast,decode,185364,544,3,7697,12494.040013
standard,b64veryfast,decode,185364,544,4,7696,12495.663458
standard,b64veryfast,decode,185364,544,5,7732,12437.483960
standard,b64veryfast-trusted,decode,185364,544,1,6962,13813.074688
standard,b64veryfast-trusted,decode,185364,544,2,6939,13858.859486
standard,b64veryfast-trusted,decode,185364,544,3,7009,13720.448848
standard,b64veryfast-trusted,decode,185364,544,4,7019,13700.901265
standard,b64veryfast-trusted,decode,185364,544,5,7089,13565.612354
base64url,otp-base64-url,encode,185364,544,1,121155,793.748718
base64url,otp-base64-url,encode,185364,544,2,121336,792.564663
base64url,otp-base64-url,encode,185364,544,3,121475,791.657757
base64url,otp-base64-url,encode,185364,544,4,120587,797.487507
base64url,otp-base64-url,encode,185364,544,5,122634,784.175889
base64url,otp-base64-url,decode,185364,544,1,174088,552.402383
base64url,otp-base64-url,decode,185364,544,2,174524,551.022358
base64url,otp-base64-url,decode,185364,544,3,174192,552.072575
base64url,otp-base64-url,decode,185364,544,4,172904,556.185085
base64url,otp-base64-url,decode,185364,544,5,174580,550.845606
base64url,b64rs,encode,185364,544,1,8365,11496.309142
base64url,b64rs,encode,185364,544,2,8461,11365.869989
base64url,b64rs,encode,185364,544,3,8268,11631.183597
base64url,b64rs,encode,185364,544,4,8512,11297.770909
base64url,b64rs,encode,185364,544,5,8540,11260.729037
base64url,b64rs,decode,185364,544,1,23074,4167.748374
base64url,b64rs,decode,185364,544,2,22369,4299.102596
base64url,b64rs,decode,185364,544,3,22174,4336.909262
base64url,b64rs,decode,185364,544,4,22419,4289.514518
base64url,b64rs,decode,185364,544,5,22756,4225.989892
base64url,b64veryfast-url,encode,185364,544,1,4103,23438.124781
base64url,b64veryfast-url,encode,185364,544,2,4061,23680.528435
base64url,b64veryfast-url,encode,185364,544,3,4076,23593.382232
base64url,b64veryfast-url,encode,185364,544,4,4015,23951.837105
base64url,b64veryfast-url,encode,185364,544,5,4146,23195.037621
base64url,b64veryfast-url,decode,185364,544,1,7878,12206.984765
base64url,b64veryfast-url,decode,185364,544,2,7936,12117.770410
base64url,b64veryfast-url,decode,185364,544,3,7872,12216.288869
base64url,b64veryfast-url,decode,185364,544,4,7904,12166.830210
base64url,b64veryfast-url,decode,185364,544,5,7919,12143.784061
base64url,b64veryfast-url-trusted,decode,185364,544,1,7109,13527.447739
base64url,b64veryfast-url-trusted,decode,185364,544,2,7151,13447.996920
base64url,b64veryfast-url-trusted,decode,185364,544,3,7101,13542.687787
base64url,b64veryfast-url-trusted,decode,185364,544,4,7114,13517.940115
base64url,b64veryfast-url-trusted,decode,185364,544,5,7134,13480.042890
standard,otp-base64,encode,262144,384,1,128488,747.151485
standard,otp-base64,encode,262144,384,2,130220,737.213946
standard,otp-base64,encode,262144,384,3,129416,741.793905
standard,otp-base64,encode,262144,384,4,128452,747.360882
standard,otp-base64,encode,262144,384,5,129210,742.976550
standard,otp-base64,decode,262144,384,1,179497,534.827880
standard,otp-base64,decode,262144,384,2,177486,540.887732
standard,otp-base64,decode,262144,384,3,179449,534.970939
standard,otp-base64,decode,262144,384,4,174652,549.664476
standard,otp-base64,decode,262144,384,5,174861,549.007497
standard,b64fast,encode,262144,384,1,23969,4005.173349
standard,b64fast,encode,262144,384,2,23487,4087.367480
standard,b64fast,encode,262144,384,3,23380,4106.073567
standard,b64fast,encode,262144,384,4,23382,4105.722351
standard,b64fast,encode,262144,384,5,23982,4003.002252
standard,b64fast,decode,262144,384,1,23629,4062.804181
standard,b64fast,decode,262144,384,2,23279,4123.888483
standard,b64fast,decode,262144,384,3,23118,4152.608357
standard,b64fast,decode,262144,384,4,23154,4146.151853
standard,b64fast,decode,262144,384,5,24009,3998.500562
standard,b64veryfast,encode,262144,384,1,4590,20915.032680
standard,b64veryfast,encode,262144,384,2,4511,21281.312348
standard,b64veryfast,encode,262144,384,3,4469,21481.315731
standard,b64veryfast,encode,262144,384,4,4330,22170.900693
standard,b64veryfast,encode,262144,384,5,4342,22109.626900
standard,b64veryfast,decode,262144,384,1,8442,11371.712864
standard,b64veryfast,decode,262144,384,2,8206,11698.757007
standard,b64veryfast,decode,262144,384,3,8087,11870.903920
standard,b64veryfast,decode,262144,384,4,8226,11670.313640
standard,b64veryfast,decode,262144,384,5,8081,11879.717857
standard,b64veryfast-trusted,decode,262144,384,1,7168,13392.857143
standard,b64veryfast-trusted,decode,262144,384,2,7725,12427.184466
standard,b64veryfast-trusted,decode,262144,384,3,7548,12718.600954
standard,b64veryfast-trusted,decode,262144,384,4,7359,13045.250713
standard,b64veryfast-trusted,decode,262144,384,5,7472,12847.965739
base64url,otp-base64-url,encode,262144,384,1,129551,741.020911
base64url,otp-base64-url,encode,262144,384,2,128005,749.970704
base64url,otp-base64-url,encode,262144,384,3,127753,751.450064
base64url,otp-base64-url,encode,262144,384,4,128384,747.756730
base64url,otp-base64-url,encode,262144,384,5,126377,759.631895
base64url,otp-base64-url,decode,262144,384,1,175132,548.157961
base64url,otp-base64-url,decode,262144,384,2,174307,550.752408
base64url,otp-base64-url,decode,262144,384,3,171977,558.214180
base64url,otp-base64-url,decode,262144,384,4,173767,552.463932
base64url,otp-base64-url,decode,262144,384,5,171410,560.060673
base64url,b64rs,encode,262144,384,1,8217,11683.096020
base64url,b64rs,encode,262144,384,2,8170,11750.305998
base64url,b64rs,encode,262144,384,3,7985,12022.542267
base64url,b64rs,encode,262144,384,4,8016,11976.047904
base64url,b64rs,encode,262144,384,5,8184,11730.205279
base64url,b64rs,decode,262144,384,1,21798,4404.073768
base64url,b64rs,decode,262144,384,2,21728,4418.262150
base64url,b64rs,decode,262144,384,3,21581,4448.357351
base64url,b64rs,decode,262144,384,4,21621,4440.127654
base64url,b64rs,decode,262144,384,5,21596,4445.267642
base64url,b64veryfast-url,encode,262144,384,1,4316,22242.817424
base64url,b64veryfast-url,encode,262144,384,2,4102,23403.217942
base64url,b64veryfast-url,encode,262144,384,3,4118,23312.287518
base64url,b64veryfast-url,encode,262144,384,4,4078,23540.951447
base64url,b64veryfast-url,encode,262144,384,5,4142,23177.209078
base64url,b64veryfast-url,decode,262144,384,1,8058,11913.626210
base64url,b64veryfast-url,decode,262144,384,2,7832,12257.405516
base64url,b64veryfast-url,decode,262144,384,3,7850,12229.299363
base64url,b64veryfast-url,decode,262144,384,4,7846,12235.534030
base64url,b64veryfast-url,decode,262144,384,5,7905,12144.212524
base64url,b64veryfast-url-trusted,decode,262144,384,1,7114,13494.517852
base64url,b64veryfast-url-trusted,decode,262144,384,2,7108,13505.908835
base64url,b64veryfast-url-trusted,decode,262144,384,3,7070,13578.500707
base64url,b64veryfast-url-trusted,decode,262144,384,4,7114,13494.517852
base64url,b64veryfast-url-trusted,decode,262144,384,5,7110,13502.109705
standard,otp-base64,encode,370728,272,1,122577,784.540542
standard,otp-base64,encode,370728,272,2,121958,788.522491
standard,otp-base64,encode,370728,272,3,126225,761.866714
standard,otp-base64,encode,370728,272,4,125556,765.926168
standard,otp-base64,encode,370728,272,5,127063,756.842086
standard,otp-base64,decode,370728,272,1,180888,531.636294
standard,otp-base64,decode,370728,272,2,179075,537.018713
standard,otp-base64,decode,370728,272,3,184251,521.932722
standard,otp-base64,decode,370728,272,4,181255,530.559852
standard,otp-base64,decode,370728,272,5,180466,532.879467
standard,b64fast,encode,370728,272,1,23958,4013.967192
standard,b64fast,encode,370728,272,2,23810,4038.917513
standard,b64fast,encode,370728,272,3,23804,4039.935556
standard,b64fast,encode,370728,272,4,23550,4083.508534
standard,b64fast,encode,370728,272,5,23551,4083.335144
standard,b64fast,decode,370728,272,1,23641,4067.790109
standard,b64fast,decode,370728,272,2,23359,4116.898240
standard,b64fast,decode,370728,272,3,23256,4135.131836
standard,b64fast,decode,370728,272,4,23317,4124.313847
standard,b64fast,decode,370728,272,5,23257,4134.954034
standard,b64veryfast,encode,370728,272,1,4481,21460.974331
standard,b64veryfast,encode,370728,272,2,4275,22495.117188
standard,b64veryfast,encode,370728,272,3,4232,22723.682887
standard,b64veryfast,encode,370728,272,4,4208,22853.285641
standard,b64veryfast,encode,370728,272,5,4239,22686.158522
standard,b64veryfast,decode,370728,272,1,8120,11843.180539
standard,b64veryfast,decode,370728,272,2,7851,12248.965224
standard,b64veryfast,decode,370728,272,3,7873,12214.737200
standard,b64veryfast,decode,370728,272,4,7818,12300.668454
standard,b64veryfast,decode,370728,272,5,7912,12154.528056
standard,b64veryfast-trusted,decode,370728,272,1,7026,13687.251064
standard,b64veryfast-trusted,decode,370728,272,2,7161,13429.217424
standard,b64veryfast-trusted,decode,370728,272,3,9339,10297.315128
standard,b64veryfast-trusted,decode,370728,272,4,9659,9956.167924
standard,b64veryfast-trusted,decode,370728,272,5,8659,11105.973666
base64url,otp-base64-url,encode,370728,272,1,128991,745.529734
base64url,otp-base64-url,encode,370728,272,2,125318,767.380791
base64url,otp-base64-url,encode,370728,272,3,126904,757.790345
base64url,otp-base64-url,encode,370728,272,4,125031,769.142261
base64url,otp-base64-url,encode,370728,272,5,126346,761.137084
base64url,otp-base64-url,decode,370728,272,1,180361,533.189692
base64url,otp-base64-url,decode,370728,272,2,180718,532.136400
base64url,otp-base64-url,decode,370728,272,3,189320,507.958092
base64url,otp-base64-url,decode,370728,272,4,205647,467.629608
base64url,otp-base64-url,decode,370728,272,5,183544,523.943174
base64url,b64rs,encode,370728,272,1,8683,11075.276515
base64url,b64rs,encode,370728,272,2,8554,11242.299039
base64url,b64rs,encode,370728,272,3,8399,11449.770922
base64url,b64rs,encode,370728,272,4,8536,11266.005855
base64url,b64rs,encode,370728,272,5,8502,11311.059277
base64url,b64rs,decode,370728,272,1,22202,4331.439779
base64url,b64rs,decode,370728,272,2,21991,4372.999226
base64url,b64rs,decode,370728,272,3,22194,4333.001080
base64url,b64rs,decode,370728,272,4,22244,4323.261373
base64url,b64rs,decode,370728,272,5,22122,4347.103606
base64url,b64veryfast-url,encode,370728,272,1,4469,21518.600577
base64url,b64veryfast-url,encode,370728,272,2,4371,22001.058334
base64url,b64veryfast-url,encode,370728,272,3,4400,21856.051358
base64url,b64veryfast-url,encode,370728,272,4,4450,21610.477748
